Transcript ID,Strand,1st ORF on transcript,Last ORF on transcript,5' TSS,3' End,Length,Is mRNA?,ORFs per transcript,5' UTR length,3' UTR length,Mean RNA sequencing over transcript,mRNA / cell
1269,1,637798545,637798545,140119,142165,2045,1,1,149,59,87.1397166585,2.9083801588
1270,1,637798895,637798895,474280,475990,1709,1,1,36,346,9.9222676797,0.3311661726
1271,1,637798934,637798934,510411,511303,891,1,1,1,10,2.4938409854,0.0832345791
1272,1,637799084,637799085,666798,668989,2190,1,2,89,58,4.8941605839,0.1633477831
1273,1,637799612,637799614,1215259,1217532,2272,1,3,114,0,3.3100263852,0.1104756296
1274,1,637800110,637800110,1742428,1743365,936,1,1,80,132,21.4136460554,0.7147030736
1275,1,637800119,637800123,1749060,1752913,3852,1,5,16,51,6.3181110535,0.2108736353
1276,1,637800634,637800635,2267619,2268414,794,1,1,0,57,23.3103015075,0.7780059542
1277,1,637800779,637800780,2398599,2399897,1297,1,2,26,46,223.9707467283,7.4752604303
1278,1,637800997,637800998,2626980,2628093,1112,1,2,25,62,23.1687612208,0.7732818974
1279,0,637798429,637798429,25374,24181,1194,1,1,3,0,2.5150753769,0.0839432994
1280,0,637798474,637798474,68981,67991,991,1,1,1,0,3.6347124117,0.121312369
1281,0,637798798,637798798,386562,385344,1219,1,1,34,6,3.1173092699,0.1040434922
1282,0,637798829,637798829,413652,413306,347,1,1,38,90,110.7694524496,3.6970475681
1283,0,637798936,637798936,513578,512527,1052,1,1,0,62,12.536121673,0.4184063127
1284,0,637799061,637799061,644121,642701,1421,1,1,155,66,151.2223786066,5.0472067428
1285,0,637799102,637799101,685273,683966,1308,1,2,118,85,17.7048929664,0.5909195187
1286,0,637799210,637799210,790324,789393,932,1,1,91,67,120.3497854077,4.0168013093
1287,0,640711038,640711038,1170775,1170701,75,0,1,0,1,161952.586666667,0
1288,0,637799708,637799707,1301790,1301108,683,1,2,21,66,138.9019033675,4.635997859
1289,0,637799945,637799944,1563413,1561356,2058,1,2,24,111,11.1967930029,0.3737048025
1290,0,637799961,637799961,1589152,1588806,347,1,1,6,11,5.2017291066,0.1736132077
1291,0,637799987,637799987,1611886,1611200,687,1,1,33,60,45.8719068413,1.5310233819
1292,0,637800020,637800020,1653192,1652273,920,1,1,20,459,50.0108695652,1.6691656383
1293,0,637800034,637800034,1667252,1667029,224,1,1,21,29,4.15625,0.1387192373
1294,0,637800358,637800357,1992304,1990819,1486,1,1,23,201,16.9448183042,0.5655512231
1295,0,637800421,637800419,2047420,2044382,3039,1,3,23,6,55.0246791708,1.8365068338
1296,0,637800442,637800440,2066397,2064824,1574,1,3,27,102,24.8411689962,0.8291002749
1297,0,637800527,637800526,2163696,2160457,3240,1,2,121,100,37.5777777778,1.2541980568
1298,0,637800576,637800576,2211255,2209068,2188,1,1,0,115,7.6535648995,0.2554458191
1299,0,637800610,637800610,2247389,2246989,401,1,1,20,0,3.1072319202,0.10370715
1300,0,637800791,637800790,2411177,2410419,759,1,2,38,58,429.5942028986,14.3381606453
1301,0,637800979,637800979,2611139,2610695,445,1,1,102,58,24.4426966292,0.8158008384
1302,1,637798576,637798578,170476,172298,1821,1,3,22,93,68.3510696654,2.2812892041
1303,1,640711020,640711020,219927,220002,74,0,1,0,2,12009.1052631579,0
1304,1,637798723,637798725,314866,316980,2113,1,3,31,0,8.5489361702,0.2853297817
1305,1,637798792,637798793,378931,380948,2016,1,2,50,47,9.1808721506,0.3064213131
1306,1,637798836,637798838,419346,423309,3962,1,3,36,64,20.3647830474,0.6796961619
1307,1,637798877,637798878,457194,458770,1575,1,2,17,58,12.0963855422,0.4037296545
1308,1,637798879,637798880,458785,460264,1478,1,1,10,62,22.1554054054,0.739460076
1309,1,637798887,637798888,463876,466920,3043,1,2,25,92,9.8213464696,0.3277978206
1310,1,637799324,637799324,916928,917181,252,1,1,26,15,7.342519685,0.2450643563
1311,1,637799464,637799464,1055615,1056359,743,1,1,30,379,13.9986577181,0.4672199994
1312,1,637799481,637799481,1068860,1069884,1023,1,1,41,51,104.2809756098,3.4804877959
1313,1,637799511,637799511,1099669,1102044,2374,1,1,51,0,4.773989899,0.1593369595
1314,1,637799675,637799677,1270783,1273166,2382,1,3,20,43,6.6245805369,0.2211023783
1315,1,637799719,637799719,1311801,1313283,1481,1,1,40,102,16.3749157114,0.5465301217
1316,1,637799750,637799750,1348808,1349394,585,1,1,26,21,2.8109028961,0.0938168556
1317,1,637799837,637799837,1456183,1456829,645,1,1,77,42,4.9397217929,0.1648684366
1318,1,637799869,637799869,1491245,1491564,318,1,1,41,0,4.315625,0.1440385464
1319,1,637799879,637799879,1500408,1501415,1006,1,1,81,108,9.2321428571,0.3081325271
1320,1,637799911,637799911,1530873,1531147,273,1,1,97,64,145.1345454545,4.8440188776
1321,1,637800133,637800133,1762603,1763702,1098,1,1,36,65,5.9663636364,0.1991336934
1322,1,637800173,637800178,1804240,1810159,5918,1,6,155,17,21.2378378378,0.7088352884
1323,1,637800202,637800204,1827768,1831846,4077,1,3,32,0,10.7349840647,0.3582914409
1324,1,637800453,637800454,2075845,2079133,3287,1,2,26,0,7.1182730313,0.2375798871
1325,1,637800533,637800533,2167968,2168397,428,1,1,34,81,15.7930232558,0.5271088461
1326,1,637800545,637800547,2181832,2184155,2322,1,3,39,79,3.7719449225,0.1258926491
1327,1,637800586,637800586,2226025,2226519,493,1,1,6,24,10.0707070707,0.3361204942
1328,1,637800751,637800751,2371412,2372253,840,1,1,5,0,3.3800475059,0.1128126586
1329,1,637800895,637800897,2524069,2526878,2808,1,2,25,74,26.7327402135,0.8922334637
1330,1,637800936,637800937,2568591,2569566,974,1,2,22,55,13.3545081967,0.4457208282
1331,1,637800978,637800978,2609721,2610427,705,1,1,20,0,2.1117397454,0.0704815463
1332,1,637800980,637800981,2611288,2612984,1695,1,2,95,78,74.9964643489,2.5030862764
1333,1,637801036,637801037,2668265,2669766,1500,1,2,34,61,17.1191744341,0.5713705433
1334,0,637798666,637798666,258458,255910,2549,1,1,23,51,180.3825029423,6.0204567164
1335,0,637798816,637798815,402170,401288,883,1,2,148,176,6.6330690827,0.2213856925
1336,0,637799125,637799125,706379,705006,1374,1,1,29,67,75.4243085881,2.5173660301
1337,0,637799525,637799525,1117058,1116224,835,1,1,96,37,4.2095808383,0.1404992104
1338,1,637799128,637799128,709822,711275,1452,0,1,170,96,1562.3803301238,0
1339,1,637799182,637799182,759351,759847,495,1,1,62,0,4.444668008,0.1483454932
1340,1,637799508,637799508,1094745,1097516,2770,1,1,6,0,2.1998556999,0.0734225095
1341,1,637799885,637799886,1506315,1508907,2591,1,1,84,583,24.0755881219,0.8035482038
1342,0,637799436,637799433,1031480,1025071,6410,1,4,45,318,13.7043681747,0.4573977745
1343,0,637799711,637799707,1303946,1301108,2839,1,3,110,66,39.8217682282,1.3290936102
1344,0,637800990,637800990,2622327,2621687,641,1,1,29,150,5.6739469579,0.1893739776
1345,1,637798539,637798540,133813,136072,2258,1,2,102,20,8.832300885,0.2947873787
1346,1,637798703,637798703,294788,296809,2020,1,1,84,96,74.2215628091,2.4772231183
1347,1,637798959,637798959,533513,533996,482,1,1,57,55,449.0950413223,14.9890217412
1348,1,637799090,637799090,672713,673409,695,1,1,54,7,3.5638450502,0.1189470959
1349,1,637799344,637799345,932591,934815,2223,1,2,143,69,10.1658426966,0.3392957464
1350,1,637800078,637800079,1708634,1710268,1633,1,2,31,18,4.7755351682,0.1593885344
1351,0,637798486,637798484,78946,76507,2440,1,1,75,107,12.6418032787,0.4219335481
1352,0,637798573,637798573,166949,166602,348,1,1,24,93,10.3362068966,0.3449818317
1353,0,637798648,637798648,238278,237038,1241,1,1,3,128,12.0112812248,0.4008892078
1354,0,637798806,637798805,395205,393625,1581,1,2,24,168,16.6818469323,0.5567742756
1355,0,637799014,637799013,592822,590846,1977,1,2,71,0,14.5366717248,0.4851767854
1356,0,637799867,637799867,1490723,1488975,1749,1,1,0,0,2.4991423671,0.0834115183
1357,1,637798589,637798590,181060,182555,1494,1,2,18,0,4.4385026738,0.1481397187
1358,1,637798597,637798597,190443,191706,1262,1,1,29,86,18.9303797468,0.6318214354
1359,1,637798676,637798681,265955,270291,4335,1,6,20,302,6.2718468988,0.2093295202
1360,1,637798880,637798880,459075,460264,1188,1,1,21,62,26.5378151261,0.8857276331
1361,1,637799078,637799078,663051,663761,709,1,1,90,0,4.7848101266,0.159698096
1362,1,637799221,637799223,797154,799826,2671,1,3,134,0,8.9364010475,0.2982618316
1363,1,637800098,637800098,1731096,1731884,787,1,1,63,162,26.6032953105,0.8879131033
1364,1,637800369,637800373,2001962,2005914,3951,1,5,20,89,11.26486213,0.3759766817
1365,1,637800462,637800462,2085056,2085543,486,1,1,21,173,11.1782786885,0.3730868678
1366,1,637800470,637800473,2093307,2097676,4368,1,4,56,0,7.2693363844,0.2426217862
1367,1,637800630,637800630,2263381,2263807,425,1,1,22,0,11.2974238876,0.3770634648
1368,0,637800320,637800318,1952601,1948660,3942,1,3,14,0,4.299086758,0.1434865651
1369,1,637799607,637799609,1211577,1213403,1825,1,3,126,90,69.5544608648,2.3214536571
1370,1,637799931,637799931,1548123,1548681,557,1,1,84,271,12.9570661896,0.432455781
1371,1,637800217,637800218,1840716,1842018,1301,1,2,26,20,10.7283192632,0.3580689962
1372,0,637798532,637798530,126182,124068,2115,1,3,24,2,12.7375886525,0.4251304861
1373,0,637799374,637799372,963809,961648,2162,1,3,19,96,7.065679926,0.2358245367
1374,0,637800863,637800863,2488402,2486797,1606,1,1,32,59,5.2752179328,0.1760659749
1375,1,637799744,637799744,1340607,1342517,1909,1,1,27,84,5.9937205651,0.2000467598
1376,1,637800512,637800512,2143337,2144584,1246,1,1,0,0,3.5016025641,0.1168696871
1377,0,637799242,637799242,820706,819956,751,1,1,52,0,2.2782956059,0.0760405242
1378,0,637799448,637799448,1041746,1039803,1944,1,1,21,168,14.0313786008,0.4683120933
1379,0,637799561,637799561,1157996,1157386,611,1,1,65,27,3.759410802,0.1254743096
1380,0,637799573,637799573,1172278,1171557,722,1,1,0,14,2.08033241,0.0694332933
1381,0,637800874,637800874,2498934,2498736,199,1,1,41,44,157.9748743719,5.2725784281
1382,1,637798822,637798824,406350,408868,2517,1,3,39,24,387.0345375149,12.9176868228
1383,1,637799019,637799020,595736,597971,2234,1,2,20,99,12.8640429338,0.4293510314
1384,1,637799086,637799086,669208,670549,1340,1,1,139,249,27.9485842027,0.9328135421
1385,1,637800897,637800897,2526134,2526878,743,1,1,35,74,65.4026845638,2.1828837343
1386,1,637801016,637801017,2645497,2647629,2131,1,2,25,13,13.1772151899,0.4398034866
1387,0,637798479,637798478,73227,71297,1931,1,2,31,10,11.3573278094,0.3790628215
1388,0,637799563,637799563,1161572,1160698,875,1,1,64,64,71.6491428571,2.3913658832
1389,0,637800988,637800986,2620994,2619075,1920,1,3,34,18,33.8765625,1.1306660843
1390,1,637798647,637798647,235416,236978,1561,1,1,71,124,4.0038387716,0.1336323515
1391,0,637799413,637799412,1003785,1001613,2173,1,2,39,153,5.6014726185,0.1869550699
1392,0,637800335,637800334,1967648,1965647,2002,1,2,49,107,5.52997003,0.1845685955
1393,0,637800475,637800475,2100339,2099490,850,1,1,39,58,413.38,13.7969944835
1394,0,637800970,637800969,2604076,2601979,2098,1,2,50,0,6.5738798856,0.2194101904
1395,1,637798652,637798653,242391,244640,2248,1,2,30,0,4.7035555556,0.1569861388
1396,1,637798966,637798966,539648,540400,751,1,1,35,103,22.802124834,0.7610450203
1397,1,637799096,637799097,677977,680600,2622,1,1,48,52,74.2446646341,2.477994166
1398,0,637799012,637799012,590390,590067,324,1,1,0,63,6.5339506173,0.2180775089
1399,0,637799354,637799353,943395,942068,1328,1,2,7,0,2.9706325301,0.0991480009
1400,0,637799629,637799629,1232985,1230512,2474,1,1,5,0,4.7409054163,0.1582327299
1401,0,637800483,637800480,2108085,2104481,3605,1,4,26,0,12.092371706,0.4035956887
1402,0,637800864,637800864,2489238,2488440,799,1,1,31,0,2.535669587,0.0846306529
1403,1,640711036,640711036,923243,923317,73,0,1,0,0,146453.426666667,0
1404,1,637799839,637799839,1457973,1459696,1722,1,1,84,8,6.5846867749,0.2197708818
1405,1,637800053,637800056,1683717,1687517,3799,1,4,35,73,24.1031307551,0.8044674685
1406,1,637800239,637800239,1867861,1868490,628,1,1,3,0,2.5031746032,0.0835460985
1407,0,637799225,637799225,803075,800768,2308,1,1,95,83,10.0528596187,0.3355248167
1408,0,637800723,637800723,2344338,2343882,457,1,1,4,0,2.4857768053,0.0829654286
1409,1,637798475,637798475,68924,69375,450,1,1,155,0,8.0752212389,0.2695190452
1410,1,637798534,637798535,127114,128878,1763,1,2,37,1,6.4249291785,0.2144388031
1411,1,637799063,637799063,644669,647280,2610,1,1,72,119,2.9184532925,0.0974064637
1412,0,637799050,637799043,630493,623794,6700,1,8,30,82,61.5147761194,2.0531206802
1413,0,637799990,637799990,1614539,1612909,1631,1,1,143,555,96.7676272226,3.2297218514
1414,0,637801029,637801029,2662152,2660576,1577,1,1,42,20,5.3474952441,0.1784783066
1415,0,637801059,637801059,2688118,2687126,993,1,1,84,252,23.8207452165,0.7950425526
1416,1,637799249,637799249,827084,828281,1196,1,1,28,99,13.316360601,0.4444476117
1417,1,637799988,637799989,1611904,1613544,1639,1,2,2,96,30.4966483851,1.017857878
1418,1,637800064,637800065,1697090,1698712,1621,1,2,162,0,6.0061614295,0.2004619868
1419,1,637800558,637800559,2193713,2196027,2313,1,2,17,37,39.1347732181,1.3061644255
1420,0,637799023,637799023,603413,602192,1222,1,1,44,17,7.4615384615,0.2490367338
1421,0,637799803,637799803,1409368,1408177,1192,1,1,0,28,2.8951342282,0.0966281653
1422,1,637798623,637798623,219068,219962,893,0,1,45,91,393.5731843575,0
1423,1,637798735,637798735,326085,327373,1287,1,1,28,16,3.8882854926,0.1297756386
1424,1,637800767,637800767,2389409,2389668,258,1,1,0,41,4.8115384615,0.1605901824
1425,0,637798610,637798609,206072,204455,1618,1,2,26,28,3.9536464771,0.1319571306
1426,0,637798891,637798891,470875,469432,1444,1,1,1,0,5.5470914127,0.1851400397
1427,0,637799501,637799501,1087028,1086581,448,1,1,31,0,4.0401785714,0.1348452307
1428,0,637800885,637800884,2512394,2508763,3632,1,2,26,86,12.2477973568,0.408783184
1429,1,637799352,637799352,940978,942056,1077,1,1,17,0,2.8619091752,0.095519244
1430,1,637799375,637799376,963891,965904,2012,1,2,35,185,23.3992055611,0.7809732208
1431,1,637799728,637799728,1325053,1326922,1868,1,1,54,85,7.2160427807,0.2408430559
1432,1,637800066,637800068,1698910,1700855,1944,1,3,23,83,31.0416238438,1.0360470097
1433,0,637800131,637800131,1759891,1759331,561,1,1,72,87,3.0249554367,0.1009610854
1434,0,637800692,640711050,2310643,2309654,990,0,2,112,1,29155.4737373737,0
1435,0,637800821,637800819,2441373,2438452,2922,1,3,0,0,3.2693360712,0.1091175474
1436,1,637800730,637800730,2353032,2353992,959,1,1,79,138,8.7596253902,0.2923617572
1437,0,637798563,637798562,159586,157136,2451,1,2,26,74,31.0701754386,1.0369999496
1438,0,637799782,637799780,1383097,1381366,1732,1,3,1,1,5.1004618938,0.1702333074
1439,0,637800093,637800093,1728245,1725862,2384,1,1,164,57,21.6870805369,0.7238292384
1440,1,637798435,637798436,30788,32788,1999,1,2,51,50,3.4317841079,0.1145394223
1441,1,637798847,637798847,430492,431266,773,1,1,31,75,5.2593548387,0.1755365274
1442,1,637799021,637799022,597977,602241,4263,1,2,0,36,7.482063306,0.2497217721
1443,1,637799517,637799517,1108372,1109535,1162,1,1,0,0,9.6890034364,0.3233807319
1444,1,637799914,637799914,1532493,1534240,1746,1,1,112,70,4.8775743707,0.1627942007
1445,1,637800813,637800813,2430830,2432654,1823,1,1,9,145,8.7128767123,0.2908014706
1446,1,637799200,637799200,779370,779977,606,1,1,161,129,9.5953947368,0.3202564426
1447,1,637800498,637800498,2130292,2132334,2041,1,1,36,75,5.7175721977,0.1908300161
1448,0,637798640,637798640,231150,230148,1003,1,1,0,10,3.8404785643,0.1281800318
1449,0,637800621,637800621,2257102,2255951,1152,1,1,6,0,2.2630208333,0.0755307125
1450,1,637800991,637800991,2622353,2622845,491,0,1,0,79,841.3732251521,0
1451,0,637800700,637800700,2323308,2322082,1227,1,1,9,63,13.7074164629,0.4574995144
1452,1,637799774,637799777,1377140,1379998,2857,1,4,77,73,36.4658971668,1.2170878661
1453,1,637799853,637799857,1474977,1479181,4203,1,5,262,111,57.5726516052,1.9215481075
1454,0,637798968,637798967,541979,540118,1862,1,2,0,231,12.1852846402,0.4066967559
1455,1,637799152,637799152,732615,733365,749,1,1,95,95,4.4966711052,0.1500811516
1456,0,637798825,637798825,409933,408863,1071,1,1,30,78,7.9934640523,0.2667903126
1457,1,637799865,637799865,1486943,1488162,1218,1,1,40,121,8.6475409836,0.2886208216
1458,0,637798961,637798961,536910,535091,1820,1,1,376,91,11.110989011,0.3708410036
1459,0,637799646,637799645,1240535,1238330,2206,1,2,68,220,15.9324569356,0.5317625926
1460,1,637799581,637799581,1182479,1183204,724,1,1,0,9,2.3126721763,0.0771878786
1461,1,637799694,637799694,1287918,1289604,1685,1,1,21,22,2.8441019561,0.0949249093
1462,1,637800359,637800360,1992366,1994600,2233,1,2,3,0,4.0586129754,0.1354604984
1463,1,637800622,637800622,2257141,2258062,920,1,1,2,29,3.3514099783,0.1118568508
1464,0,637798622,637798622,218977,217942,1036,1,1,13,6,3.9362934363,0.1313779545
1465,0,637800488,637800487,2112697,2111810,888,1,2,25,0,18.3367117117,0.612007137
1466,0,637800489,637800489,2114132,2112719,1414,1,1,142,258,20.5834512023,0.6869944425
1467,1,637798900,637798900,480952,482457,1504,1,1,15,6,2.9741035857,0.0992638511
1468,1,637799364,637799364,954066,955628,1561,1,1,75,0,2.5674984005,0.0856929732
1469,0,637798667,637798667,259201,258566,636,1,1,23,13,7.6588050314,0.255620714
1470,0,637800510,637800510,2142258,2141852,407,1,1,76,76,4.3046683047,0.1436728551
1471,1,637798973,637798974,546531,548062,1530,1,2,57,45,12.8994778068,0.4305337079
1472,1,637799212,637799212,791060,791726,665,1,1,115,6,4.0254872564,0.1343548925
1473,1,637800535,637800536,2169842,2173272,3429,1,2,0,4,9.1710871466,0.3060947283
