Array Design Name	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Provider	Hideo Iwasaki(hideo-iwasaki@waseda.jp)
Comment[ArrayExpressAccession]	A-GEOD-8012
Comment[SecondaryAccession]	GPL8012
Comment[Description]	Array Manufacturer: Affymetrix, Distribution: non-commercial, Technology: in situ oligonucleotide<br>Comment[7942_ID] = S. elongatus PCC 7942 gene ID  (cf. Complete Genomic Sequence GenBank Accession number NC_007604)<br>Comment[6301_ID] = S. elongatus PCC 6301 gene ID of sequence used to design oligonucleotide probe (cf. Complete Genomic Sequence GenBank Accession number NC_006576)<br>Comment[SYMBOL] = Gene symbol name<br>Comment[ORF] = LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=gene&cmd=search&term= LINK_SUF:[gene name]<br>Comment[DESCRIPTION] = Gene description
Comment[SubmittedName]	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Comment[Organism]	Synechococcus elongatus PCC 7942 Synechococcus elongatus PCC 6301
Printing Protocol	Affymetrix prokaryotic array protocol (see Affymetrix website)
Surface Type	
Substrate Type	
Term Source Name

Reporter Name	Comment[7942_ID]	Comment[6301_ID]	Comment[SYMBOL]	Comment[ORF]	Comment[DESCRIPTION]
syc0282-m_at	Synpcc7942_1272	syc0280_d		syc0280	hypothetical protein
syc0283-m_at	Synpcc7942_1271	syc0281_d		syc0281	
syc0284-h_at	Synpcc7942_1269	syc0282_c		syc0282	Mg2+ transport protein
syc0285-m_at	Synpcc7942_1268	syc0283_d		syc0283	phosphoglucomutase/phosphomannomutase
syc0286-m_at	Synpcc7942_1267	syc0284_d		syc0284	
syc0287-m_at	Synpcc7942_1266	syc0285_d		syc0285	hypothetical protein
syc0288-m_at	Synpcc7942_1265	syc0286_d		syc0286	hypothetical protein
syc0289-h_at	Synpcc7942_1264	syc0287_c		syc0287	Na+/H+ antiporter
syc0290-m_at	Synpcc7942_1263	syc0288_d		syc0288	hypothetical protein
syc0291-m_at	Synpcc7942_1262	syc0289_d		syc0289	uncharacterized FAD-dependent dehydrogenase
syc0292-m_at	Synpcc7942_1261	syc0290_d	tpi	syc0290	triosephosphate isomerase
syc0293-h_at	Synpcc7942_1260	syc0291_c		syc0291	hypothetical protein
syc0294-h_at	Synpcc7942_1259	syc0292_c		syc0292	putative arsenical pump-driving ATPase
syc0295-h_at	Synpcc7942_1258	syc0293_c		syc0293	hypothetical protein
syc0296-h_at	Synpcc7942_1257	syc0294_c		syc0294	similar to chloride channel
syc0297-h_at	Synpcc7942_1256	syc0295_c	gst	syc0295	glutathione S-transferase
syc0298-m_at	Synpcc7942_1255	syc0296_d		syc0296	L-cysteine/cystine lyase
syc0299-h_at	Synpcc7942_1254	syc0297_c		syc0297	hypothetical protein
syc0300-h_at	Synpcc7942_1252	syc0298_c		syc0298	similar to DNA repair protein RAD32
syc0301-h_at	Synpcc7942_1251	syc0299_c		syc0299	probable o-sialoglycoprotein endopeptidase
syc0302-m_at	Synpcc7942_1250	syc0300_d	psaF	syc0300	photosystem I reaction center subunit III precursor (PSI-F) plastocyanin (cyt c553) docking protein
syc0303-m_at	Synpcc7942_1249	syc0301_d	psaJ	syc0301	Photosystem I reactionCenter subunit IX
syc0304-h_at	Synpcc7942_1248	syc0302_c		syc0302	hypothetical protein
syc0305-h_at	Synpcc7942_1247	syc0303_c		syc0303	hypothetical protein
syc0306-h_at	Synpcc7942_1246	syc0304_c		syc0304	carotene isomerase
syc0307-h_at	Synpcc7942_1245	syc0305_c		syc0305	
syc0308-h_at	Synpcc7942_1244	syc0306_c		syc0306	ABC-2 type transport system ATP-binding protein
syc0309-m_at	Synpcc7942_1243	syc0307_d		syc0307	cAMP/cGMP binding protein
syc0310-h_at	Synpcc7942_1242	syc0308_c	ntcB	syc0308	nitrate assimilation transcriptional activator
syc0311-h_at	Synpcc7942_1241	syc0309_c	nirB	syc0309	nitrite reductase-related protein
syc0312-m_at	Synpcc7942_1240	syc0310_d	nirA	syc0310	ferredoxin--nitrite reductase
syc0313-m_at	Synpcc7942_1239	syc0311_d	nrtA	syc0311	ABC-type nitrate/nitrite transport system substrate-binding protein
syc0314-m_at	Synpcc7942_1238	syc0312_d	nrtB	syc0312	ABC-type nitrate/nitrite transport system permease protein
syc0315-m_at	Synpcc7942_1237	syc0313_d	nrtC	syc0313	ABC-type nitrate/nitrite transport system ATP-binding protein
syc0316-m_at	Synpcc7942_1236	syc0314_d	nrtD	syc0314	ABC-type nitrate/nitrite transport system ATP-binding protein
syc0317-m_at	Synpcc7942_1235	syc0315_d	narB	syc0315	ferredoxin--nitrate reductase
syc0318-h_at	Synpcc7942_1234	syc0316_c		syc0316	hypothetical protein
syc0319-m_at	Synpcc7942_1233	syc0317_d		syc0317	hypothetical protein
syc0320-m_at	Synpcc7942_1232	syc0318_d	petC	syc0318	cytochrome b6-f complex iron-sulfur subunit (Rieske iron sulfur protein)
syc0321-m_at	Synpcc7942_1231	syc0319_d	petA	syc0319	apocytochrome f  component of cytochrome b6/f complex
syc0322-m_at	Synpcc7942_1230	syc0320_d		syc0320	prolipoprotein diacylglyceryl transferase
syc0323-m_at	Synpcc7942_1229	syc0321_d	cobM	syc0321	precorrin-4 C11-methyltransferase
syc0324-h_at	Synpcc7942_1228	syc0322_c		syc0322	hypothetical protein
syc0325-m_at	Synpcc7942_1227	syc0323_d	radC	syc0323	DNA repair protein RadC
syc0326-h_at	Synpcc7942_1226	syc0324_c		syc0324	processing protease
syc0327-m_at	Synpcc7942_1225	syc0325_d	pcyA	syc0325	3Z-phycocyanobilin:ferredoxin oxidoreductase
syc0328-m_at	Synpcc7942_1224	syc0326_d		syc0326	ABC-transporter membrane fusion protein
syc0329-m_at	Synpcc7942_1223	syc0327_d		syc0327	ABC transporter permease protein
syc0330-h_at	Synpcc7942_1222	syc0328_c	truB	syc0328	tRNA pseudouridine synthase B
syc0331-m_at	Synpcc7942_1221	syc0329_d		syc0329	two-component response regulator CheY subfamily
syc0332-h_at	Synpcc7942_1220	syc0330_c	rpl27	syc0330	50S ribosomal protein L27
syc0333-h_at	Synpcc7942_1219	syc0331_c	rpl21	syc0331	50S ribosomal protein L21
syc0334-m_at	Synpcc7942_1218	syc0332_d	KaiA	syc0332	circadian clock protein KaiA
syc0335-m_at	Synpcc7942_1217	syc0333_d	KaiB	syc0333	circadian clock protein KaiB
syc0336-m_at	Synpcc7942_1216	syc0334_d	KaiC	syc0334	circadian clock protein KaiC
syc0337-h_at	Synpcc7942_1215	syc0335_c		syc0335	similar to acyl-CoA dehydrogenase family  protein
syc0338-h_at	Synpcc7942_1214	syc0336_c	gpx1	syc0336	glutathione peroxidase-like NADPH peroxidaseglutathione peroxidase
syc0339-h_at	Synpcc7942_1213	syc0337_c		syc0337	virulence associated protein C
syc0340-m_at	Synpcc7942_1212	syc0338_d		syc0338	hypothetical protein
syc0341-m_at	Synpcc7942_1211	syc0339_d		syc0339	MobA (probable molybdopterin-guanine dinucleotide biosynthesis protein A)
syc0342-m_at	Synpcc7942_1210	syc0340_d		syc0340	hypothetical protein
syc0343-m_at	Synpcc7942_1209	syc0341_d		syc0341	hypothetical protein
syc0344-m_at	Synpcc7942_1208	syc0342_d		syc0342	hypothetical protein
syc0345-m_at	Synpcc7942_1207	syc0343_d		syc0343	hypothetical protein
syc0346-h_at	Synpcc7942_1206	syc0344_c		syc0344	hypothetical protein
syc0347-h_at	Synpcc7942_1205	syc0345_c		syc0345	a part of phage_integrase
syc0348-m_at	Synpcc7942_1204	syc0346_d		syc0346	hypothetical protein
syc0349-m_at	Synpcc7942_1203	syc0347_d		syc0347	hypothetical protein
syc0350-m_at	Synpcc7942_1202	syc0348_d		syc0348	hypothetical protein, similar to glycosyltransferase of PMT family
syc0351-m_at	Synpcc7942_1201	syc0349_d		syc0349	probable glycosyltransferase
syc0352-m_at	Synpcc7942_1200	syc0350_d		syc0350	hypothetical protein
syc0353-m_at	Synpcc7942_1199	syc0351_d		syc0351	probable tRNA/rRNA methyltransferase
syc0354-m_at	Synpcc7942_1198	syc0352_d	phdD, lpdA	syc0352	dihydrolipoamide dehydrogenase
syc0355-m_at	Synpcc7942_1197	syc0353_d	trpC	syc0353	indole-3-glycerol phosphate synthase
syc0356-h_at	Synpcc7942_1196	syc0354_c		syc0354	hypothetical protein
syc0357-h_at	Synpcc7942_1195	syc0355_c		syc0355	
syc0358-h_at	Synpcc7942_1194	syc0356_c	pdxJ	syc0356	pyridoxal phosphate biosynthetic protein PdxJ
syc0359-m_at	Synpcc7942_1193	syc0357_d		syc0357	putative acyltransferase
syc0360-m_at	Synpcc7942_1192	syc0358_d		syc0358	hypothetical protein
syc0361-h_at	Synpcc7942_1191	syc0359_c		syc0359	guanylate kinase
syc0362-m_at	Synpcc7942_1190	syc0360_d		syc0360	leucine aminopeptidase
syc0363-m_at	Synpcc7942_1189	syc0361_d		syc0361	Probable molybdopterin-guanine
syc0364-h_at	Synpcc7942_1188	syc0362_c		syc0362	Ap-4-A phosphorylase II-like protein
syc0365-h_at	Synpcc7942_1187	syc0363_c		syc0363	hypothetical protein
syc0366-h_at	Synpcc7942_1186	syc0364_c	ribD, ribG	syc0364	a part of riboflavin biosynthesis protein RibD
syc0367-h_at	Synpcc7942_1185	syc0365_c		syc0365	
syc0368-h_at	Synpcc7942_1184	syc0366_c		syc0366	6-pyruvoyl-tetrahydropterin synthase-like protein
syc0369-h_at	Synpcc7942_1183	syc0367_c		syc0367	
syc0370-h_at	Synpcc7942_1182	syc0368_c	ndhJ	syc0368	NADH dehydrogenase subunit I
syc0371-h_at	Synpcc7942_1181	syc0369_c	ndhK	syc0369	NADH dehydrogenase subunit NdhK
syc0372-h_at	Synpcc7942_1180	syc0370_c	ndhC	syc0370	NADH dehydrogenase subunit 3
syc0373-m_at	Synpcc7942_1179	syc0371_d	rub	syc0371	rubredoxin
syc0374-m_at	Synpcc7942_1178	syc0372_d		syc0372	photosystem II stability/assembly factor, HCF136-like protein, Ycf48-like protein
syc0375-m_at	Synpcc7942_1177	syc0373_d	psbE	syc0373	PsbE cytochrome b559 alpha chain
syc0376-m_at	Synpcc7942_1176	syc0374_d	psbF	syc0374	cytochrome b559 beta chain
syc0377-m_at	Synpcc7942_1175	syc0375_d	psbL	syc0375	photosystem II PsbL protein
syc0378-m_at	Synpcc7942_1174	syc0376_d	psbJ	syc0376	photosystem II PsbJ protein
syc0379-h_at	Synpcc7942_1173	syc0377_c		syc0377	hypothetical protein
syc0380-m_at	Synpcc7942_1172	syc0378_d		syc0378	apolipoprotein N-acyltransferase
syc0381-m_at	Synpcc7942_1171	syc0379_d		syc0379	hypothetical protein
syc0382-m_at	Synpcc7942_1170	syc0380_d		syc0380	2-C-methyl-D-erythritol 24-cyclodiphosphate synthase
syc0383-m_at	Synpcc7942_1169	syc0381_d		syc0381	oligopeptide-binding protein of oligopeptide ABC transporter
syc0384-m_at	Synpcc7942_1168	syc0382_d	cpmA	syc0382	circadian phase modifier CpmA
syc0385-m_at	Synpcc7942_1167	syc0383_d		syc0383	hypothetical protein
syc0386-h_at	Synpcc7942_1166	syc0384_c		syc0384	hypothetical protein
syc0387-m_at	Synpcc7942_1165	syc0385_d		syc0385	Ap-4-A phosphorylase II-like protein
syc0388-h_at	Synpcc7942_1164	syc0386_c		syc0386	
syc0389-h_at	Synpcc7942_1163	syc0387_c		syc0387	hypothetical protein
syc0390-h_at	Synpcc7942_1162	syc0388_c		syc0388	hypothetical protein
syc0391-h_at	Synpcc7942_1161	syc0389_c		syc0389	hypothetical protein
syc0392-h_at	Synpcc7942_1160	syc0390_c		syc0390	hypothetical protein
syc0393-m_at	Synpcc7942_1159	syc0391_d		syc0391	MarR family transcriptional regulator
syc0394-m_at	Synpcc7942_1158	syc0392_d		syc0392	hypothetical protein
syc0395-h_at	Synpcc7942_1157	syc0393_c		syc0393	hypothetical protein
syc0396-h_at	Synpcc7942_1156	syc0394_c		syc0394	hypothetical protein
syc0397-h_at	Synpcc7942_1155	syc0395_c		syc0395	hypothetical protein
syc0398-m_at	Synpcc7942_1154	syc0396_d		syc0396	hypothetical protein
syc0399-m_at	Synpcc7942_1153	syc0397_d		syc0397	hypothetical protein
syc0400-m_at	Synpcc7942_1152	syc0398_d		syc0398	hypothetical protein
syc0401-m_at	Synpcc7942_1151	syc0399_d	panC	syc0399	pantothenate synthetase/cytidylate kinase
syc0402-m_at	Synpcc7942_1150	syc0400_d		syc0400	hypothetical protein
syc0403-m_at	Synpcc7942_1149	syc0401_d	rfbB	syc0401	dTDP-glucose 46-dehydratase
syc0404-h_at	Synpcc7942_1148	syc0402_c		syc0402	hypothetical protein
syc0405-m_at	Synpcc7942_1147	syc0403_d		syc0403	
syc0406-m_at	Synpcc7942_1146	syc0404_d		syc0404	hypothetical protein
syc0407-m_at	Synpcc7942_1145	syc0405_d		syc0405	promoter active fragment E3
syc0408-h_at	Synpcc7942_1144	syc0406_c		syc0406	hypothetical protein
syc0409-h_at	Synpcc7942_1143	syc0407_c		syc0407	hypothetical protein
syc0410-h_at	Synpcc7942_1142	syc0408_c	metS	syc0408	methionyl-tRNA synthetase
syc0411-m_at	Synpcc7942_1141	syc0409_d		syc0409	hypothetical protein
syc0412-m_at	Synpcc7942_1140	syc0410_d		syc0410	hypothetical protein, similar to uncharacterized NAD (FAD)-dependent dehydrogenases
syc0413-m_at	Synpcc7942_1139	syc0411_d		syc0411	hypothetical protein
syc0414-h_at	Synpcc7942_1138	syc0412_c	ycf62	syc0412	hypothetical protein YCF62
syc0416-m_at	Synpcc7942_1137	syc0413_d	ycf23	syc0413	hypothetical protein (ycf23)
syc0417-h_at	Synpcc7942_1136	syc0414_c	pepN	syc0414	aminopeptidase
syc0418-m_at	Synpcc7942_1135	syc0415_d		syc0415	predicted cation transporter
syc0419-m_at	Synpcc7942_1133	syc0416_d		syc0416	ABC transporter ATP-binding protein
syc0420-m_at	Synpcc7942_1132	syc0417_d		syc0417	hypothetical protein
syc0421-h_at	Synpcc7942_1131	syc0418_c	ftrV	syc0418	ferredoxin-thioredoxin reductase variable subunit
syc0423-h_at	Synpcc7942_1130	syc0419_c		syc0419	hypothetical protein
syc0424-h_at	Synpcc7942_1129	syc0420_c		syc0420	
syc0425-h_at	Synpcc7942_1128	syc0421_c		syc0421	hypothetical protein
syc0426-h_at	Synpcc7942_1127	syc0422_c	tldD	syc0422	putative modulator of DNA gyrase; TldD
syc0427-m_at	Synpcc7942_1126	syc0423_d		syc0423	ABC transporter permease protein
syc0428-h_at	Synpcc7942_1125	syc0424_c		syc0424	two-component sensor histidine kinase
syc0429-h_at	Synpcc7942_1124	syc0425_c	rnb	syc0425	ribonuclease II
syc0430-h_at	Synpcc7942_1123	syc0426_c	rps18	syc0426	30S ribosomal protein S18
syc0431-h_at	Synpcc7942_1122	syc0427_c	rpl33	syc0427	50S ribosomal protein L33
syc0432-m_at	Synpcc7942_1121	syc0428_d		syc0428	serine/threonine kinase
syc0433-m_at	Synpcc7942_1120	syc0429_d		syc0429	
syc0434-m_at	Synpcc7942_1119	syc0430_d		syc0430	hypothetical protein
syc0435-m_at	Synpcc7942_1118	syc0431_d		syc0431	dihydrolipoamide dehydrogenase
syc0436-h_at	Synpcc7942_1117	syc0432_c		syc0432	hypothetical protein
syc0437-h_at	Synpcc7942_1116	syc0433_c		syc0433	phosphoglycerate kinase
syc0438-m_at	Synpcc7942_1115	syc0434_d		syc0434	hypothetical protein
syc0439-m_at	Synpcc7942_1114	syc0435_d		syc0435	hypothetical protein
syc0440-m_at	Synpcc7942_1113	syc0436_d		syc0436	hypothetical protein
syc0441-m_at	Synpcc7942_1112	syc0437_d		syc0437	ribosomal large subunit pseudouridine synthase D
syc0442-m_at	Synpcc7942_1111	syc0438_d		syc0438	serine/threonine kinase
syc0443-h_at	Synpcc7942_1110	syc0439_c		syc0439	two-component response regulator, CheY subfamily
syc0444-h_at	Synpcc7942_1109	syc0440_c	hisC	syc0440	histidinol-phosphate aminotransferase
syc0445-h_at	Synpcc7942_1108	syc0441_c		syc0441	DNA binding protein HU
syc0446-m_at	Synpcc7942_1107	syc0442_d		syc0442	hypothetical protein
syc0447-m_at	Synpcc7942_1106	syc0443_d		syc0443	hypothetical protein
syc0448-m_at	Synpcc7942_1105	syc0444_d	mrp	syc0444	ATP-binding protein involved in chromosome partitioning
syc0449-m_at	Synpcc7942_1104	syc0445_d	ftsW	syc0445	cell division protein FtsW
syc0450-m_at	Synpcc7942_1103	syc0446_d		syc0446	glucosamine-6-phosphate isomerase 2
syc0451-h_at	Synpcc7942_1102	syc0447_c		syc0447	hypothetical protein
syc0452-h_at	Synpcc7942_1101	syc0448_c		syc0448	protease
syc0453-m_at	Synpcc7942_1100	syc0449_d	dnaA	syc0449	chromosomal replication initiator protein DnaA  Transcription factor DnaA family
syc0454-m_at	Synpcc7942_1099	syc0450_d	ubiE, menG	syc0450	ubiquinone/menaquinone biosynthesis methyltransferase
syc0455-m_at	Synpcc7942_1098	syc0451_d		syc0451	hypothetical protein
syc0456-h_at	Synpcc7942_1097	syc0452_c		syc0452	
syc0457-m_at	Synpcc7942_1096	syc0453_d	thiC	syc0453	thiamine biosynthesis protein ThiC
syc0458-h_at	Synpcc7942_1095	syc0454_c		syc0454	hypothetical protein
syc0459-m_at	Synpcc7942_1094	syc0455_d		syc0455	similar to transcriptional activator TenA
syc0460-m_at	Synpcc7942_1093	syc0456_d		syc0456	hypothetical protein
syc0461-m_at	Synpcc7942_1092	syc0457_d		syc0457	
syc0462-h_at	Synpcc7942_1091	syc0458_c		syc0458	hypothetical protein
syc0463-m_at	Synpcc7942_1090	syc0459_d		syc0459	hypothetical protein
syc0464-h_at	Synpcc7942_1089	syc0460_c		syc0460	ClpB protein
syc0466-h_at	Synpcc7942_1088	syc0461_c	petE	syc0461	plastocyanin
syc0467-h_at	Synpcc7942_1087	syc0462_c		syc0462	hypothetical protein
syc0468-h_at	Synpcc7942_1086	syc0463_c	hemE	syc0463	uroporphyrinogen decarboxylase
syc0469-h_at	Synpcc7942_1085	syc0464_c	glgB	syc0464	14-alpha-glucan branching enzyme
syc0470-m_at	Synpcc7942_1084	syc0465_d		syc0465	
syc0471-h_at	Synpcc7942_1083	syc0466_c		syc0466	probable glycosyltransferase
syc0472-h_at	Synpcc7942_1082	syc0467_c		syc0467	cation-transporting ATPase PacL homolog
syc0473-h_at	Synpcc7942_1081	syc0468_c		syc0468	hypothetical protein
syc0474-h_at	Synpcc7942_1080	syc0469_c		syc0469	V-type sodium ATP synthase subunit J homolog
syc0475-h_at	Synpcc7942_1079	syc0470_c	recG	syc0470	DNA recombinase
syc0476-h_at	Synpcc7942_1078	syc0471_c		syc0471	hypothetical protein
syc0477-h_at	Synpcc7942_1077	syc0472_c		syc0472	hypothetical protein
syc0479-m_at	Synpcc7942_1076	syc0473_d		syc0473	sis gene (signal transduction involved in the osmoregulatory expression of ompC and ompF in Escherichia coli)
syc0480-m_at	Synpcc7942_1075	syc0474_d		syc0474	
syc0481-m_at	Synpcc7942_1074	syc0475_d		syc0475	
syc0482-h_at	Synpcc7942_1073	syc0476_c		syc0476	hypothetical protein
syc0483-m_at	Synpcc7942_1072	syc0477_d	cobO	syc0477	cob(I)alamin adenosyltransferase
syc0484-m_at	Synpcc7942_1071	syc0478_d		syc0478	hypothetical protein
syc0485-m_at	Synpcc7942_1070	syc0479_d		syc0479	oxidoreductase aldo/keto reductase family
syc0486-m_at	Synpcc7942_1069	syc0480_d		syc0480	hypothetical protein
syc0487-h_at	Synpcc7942_1068	syc0481_c	pdhC	syc0481	pyruvate dehydrogenase E2 component
syc0488-h_at	Synpcc7942_1067	syc0482_c		syc0482	
syc0489-h_at	Synpcc7942_1065	syc0483_c		syc0483	hypothetical protein
syc0490-h_at	Synpcc7942_1064	syc0484_c		syc0484	type I restriction-modification
syc0491-h_at	Synpcc7942_1063	syc0485_c		syc0485	hypothetical protein
syc0492-h_at	Synpcc7942_1062	syc0486_c		syc0486	hypothetical protein
syc0493-h_at	Synpcc7942_1061	syc0487_c		syc0487	hypothetical protein
syc0494-h_at	Synpcc7942_1060	syc0488_c		syc0488	type I restriction-modification
syc0495-h_at	Synpcc7942_1059	syc0489_c		syc0489	hypothetical protein
syc0496-h_at	Synpcc7942_1058	syc0490_c	ycf40	syc0490	hypothetical protein (YCF40)
syc0497-h_at	Synpcc7942_1057	syc0491_c	thiE	syc0491	thiamine-phosphate pyrophosphorylase
syc0498-h_at	Synpcc7942_1056	syc0492_c		syc0492	hypothetical protein
syc0499-h_at	Synpcc7942_1055	syc0493_c	cpcF	syc0493	phycocyanin alpha subunit phycocyanobilin lyase, CpcF subunit
syc0500-h_at	Synpcc7942_1054	syc0494_c	cpcE	syc0494	phycocyanin alpha subunit phycocyanobilin lyase, CpcE subunit
syc0501-h_s_at	Synpcc7942_1048	syc0495_c	cpcA1	syc0495	C-phycocyanin alpha subunit
syc0502-h_s_at	Synpcc7942_1047	syc0496_c	cpcB1	syc0496	C-phycocyanin beta subunit
syc0503-h_at	Synpcc7942_1051	syc0497_c	cpcD	syc0497	phycobilisome small rod linker polypeptide Lr, phycocyanin-associated
syc0504-h_at	Synpcc7942_1050	syc0498_c	cpcC2	syc0498	phycobilisome rod linker polypeptide Lr, phycocyanin-associated
syc0505-h_at	Synpcc7942_1049	syc0499_c	cpcC1	syc0499	phycobilisome rod linker polypeptide Lr, phycocyanin-associated
syc0508-h_at	Synpcc7942_1046	syc0502_c		syc0502	hypothetical protein
syc0509-m_at	Synpcc7942_1045	syc0503_d		syc0503	similar to amidase enhancer
syc0510-m_at	Synpcc7942_1044	syc0504_d		syc0504	hypothetical protein
syc0511-m_at	Synpcc7942_1043	syc0505_d	vte5	syc0505	phytol kinase
syc0512-h_at	Synpcc7942_1042	syc0506_c		syc0506	hypothetical protein
syc0513-h_at	Synpcc7942_1040	syc0507_c		syc0507	hypothetical protein
syc0514-m_at	Synpcc7942_1039	syc0508_d		syc0508	hypothetical protein
syc0515-h_at	Synpcc7942_1038	syc0509_c		syc0509	hypothetical protein
syc0516-h_at	Synpcc7942_1037	syc0510_c	speA	syc0510	arginine decarboxylase
syc0517-h_at	Synpcc7942_1036	syc0511_c		syc0511	
syc0518-m_at	Synpcc7942_1035	syc0512_d		syc0512	hypothetical protein
syc0519-h_at	Synpcc7942_1034	syc0513_c		syc0513	hypothetical protein
syc0520-h_at	Synpcc7942_1033	syc0514_c		syc0514	hypothetical protein
syc0521-h_at	Synpcc7942_1032	syc0515_c		syc0515	hypothetical protein
syc0522-h_at	Synpcc7942_1030	syc0516_c	hisC	syc0516	histidinol-phosphate amidotransferase
syc0523-h_at	Synpcc7942_1029	syc0517_c	ilvE	syc0517	branched-chain amino acid aminotransferase
syc0524-m_at	Synpcc7942_1028	syc0518_d		syc0518	hypothetical protein
syc0525-h_at	Synpcc7942_1027	syc0519_c		syc0519	hypothetical protein
syc0526-m_at	Synpcc7942_1026	syc0520_d		syc0520	similar to fibronectin binding protein
syc0527-h_at	Synpcc7942_1025	syc0521_c		syc0521	hypothetical protein
syc0528-m_at	Synpcc7942_1024	syc0522_d		syc0522	hypothetical protein
syc0529-m_at	Synpcc7942_1023	syc0523_d		syc0523	hypothetical protein
syc0530-m_at	Synpcc7942_1022	syc0524_d		syc0524	hypothetical protein
syc0531-h_at	Synpcc7942_1021	syc0525_c	menE	syc0525	O-succinylbenzoic acid-CoA ligase
syc0532-h_at	Synpcc7942_1020	syc0526_c	menC	syc0526	O-succinylbenzoate-CoA synthase
syc0533-h_at	Synpcc7942_1019	syc0527_c		syc0527	4-alpha-glucanotransferase
syc0534-h_at	Synpcc7942_1018	syc0528_c		syc0528	hypothetical protein
syc0535-m_at	Synpcc7942_1017	syc0529_d		syc0529	hypothetical protein
syc0536-m_at	Synpcc7942_1016	syc0530_d	cheW	syc0530	purine-binding chemotaxis protein CheW
syc0537-m_at	Synpcc7942_1015	syc0531_d		syc0531	methyl-accepting chemotaxis protein
syc0538-m_at	Synpcc7942_1014	syc0532_d		syc0532	two-component hybrid sensor and regulator
syc0539-m_at	Synpcc7942_1012	syc0533_d	sphR	syc0533	phosphate-sensing two-component response regulator OmpR subfamily
syc0540-m_at	Synpcc7942_1011	syc0534_d	sphS	syc0534	two-component sensor histidine kinase
syc0541-m_at	Synpcc7942_1010	syc0535_d		syc0535	probable ribosomal large subunit pseudouridine synthase B
syc0542-m_at	Synpcc7942_1009	syc0536_d		syc0536	
syc0543-m_at	Synpcc7942_1008	syc0537_d	purU	syc0537	phosphoribosylglycinamide formyltransferase
syc0544-m_at	Synpcc7942_1007	syc0538_d		syc0538	fumarase
syc0545-h_at	Synpcc7942_1006	syc0539_c		syc0539	hypothetical protein
syc0546-h_at	Synpcc7942_1005	syc0540_c		syc0540	
syc0547-m_at	Synpcc7942_1004	syc0541_d		syc0541	hypothetical protein
syc0548-h_at	Synpcc7942_1003	syc0542_c	trpE	syc0542	anthranilate synthetase alpha-subunit
syc0549-h_at	Synpcc7942_1002	syc0543_c	psaD	syc0543	photosystem I subunit II
syc0550-m_at	Synpcc7942_1001	syc0544_d	lysC	syc0544	aspartate kinase
syc0551-m_at	Synpcc7942_1000	syc0545_d		syc0545	hypothetical protein
syc0552-h_at	Synpcc7942_0998	syc0546_c	ftsH	syc0546	cell division protein FtsH
syc0553-m_at	Synpcc7942_0997	syc0547_d	rpl32	syc0547	50S ribosomal protein L32
syc0554-h_at	Synpcc7942_0996	syc0548_c		syc0548	hypothetical protein
syc0555-h_at	Synpcc7942_0995	syc0549_c	ycf20	syc0549	hypothetical protein
syc0556-m_at	Synpcc7942_0994	syc0550_d		syc0550	hypothetical protein
syc0557-m_at	Synpcc7942_0993	syc0551_d		syc0551	hypothetical protein
syc0558-h_at	Synpcc7942_0992	syc0552_c		syc0552	hypothetical protein
syc0559-m_at	Synpcc7942_0991	syc0553_d	pxcA	syc0553	a protein in the cytoplasmic membrane involved in light-induced proton extrusion
syc0560-m_at	Synpcc7942_0990	syc0554_d	cobP	syc0554	bifunctional cobalamin biosynthesis protein CobP
syc0561-m_at	Synpcc7942_0989	syc0555_d		syc0555	hypothetical protein
syc0562-m_at	Synpcc7942_0988	syc0556_d	ycf54	syc0556	hypothetical protein YCF54
syc0563-m_at	Synpcc7942_0987	syc0557_d	fur	syc0557	ferric uptake regulation protein  transcription factor Fur family
syc0564-h_at	Synpcc7942_0986	syc0558_c		syc0558	probable glycosyltransferase
syc0565-h_at	Synpcc7942_0985	syc0559_c		syc0559	hypothetical protein
syc0566-h_at	Synpcc7942_0984	syc0560_c		syc0560	hypothetical protein
syc0567-h_at	Synpcc7942_0983	syc0561_c	deoC	syc0561	deoxyribose-phosphate aldolase
syc0568-h_at	Synpcc7942_0982	syc0562_c		syc0562	hypothetical protein
syc0569-m_at	Synpcc7942_0981	syc0563_d		syc0563	hypothetical protein
syc0570-m_at	Synpcc7942_0980	syc0564_d		syc0564	hypothetical protein
syc0571-m_at	Synpcc7942_0979	syc0565_d		syc0565	hypothetical protein
syc0572-h_at	Synpcc7942_0978	syc0566_c	petH	syc0566	ferredoxin-NADP oxidoreductase
syc0573-m_at	Synpcc7942_0977	syc0567_d	prk	syc0567	phosphoribulokinase
syc0574-h_at	Synpcc7942_0976	syc0568_c		syc0568	similar to polyA polymerase
syc0575-m_at	Synpcc7942_0975	syc0569_d		syc0569	hypothetical protein
syc0576-m_at	Synpcc7942_0973	syc0570_d	ugd	syc0570	UDP-glucose dehydrogenase
syc0577-h_at	Synpcc7942_0972	syc0571_c		syc0571	hypothetical protein
syc0578-m_at	Synpcc7942_0971	syc0572_d		syc0572	hypothetical protein
syc0579-h_at	Synpcc7942_0970	syc0573_c		syc0573	similar to to phytoene dehydrogenase
